0x3639A948, 38031849684143200, 1958655157, 1958655170, 13, 424x240 
0x3639A948, 38031849685263680, 1958655267, 1958655277, 10, 424x240 
0x3639A948, 38031849685903040, 1958655336, 1958655344, 8, 424x240 
0x3639A948, 38031849686543136, 1958655396, 1958655403, 7, 424x240 
0x3639A948, 38031849687181816, 1958655457, 1958655468, 11, 424x240 
0x3639A948, 38031849687822072, 1958655522, 1958655531, 9, 424x240 
0x3639A948, 38031849688462512, 1958655588, 1958655598, 10, 424x240 
0x3639A948, 38031849689102832, 1958655649, 1958655658, 9, 424x240 
0x3639A948, 38031849689744288, 1958655715, 1958655725, 10, 424x240 
0x3639A948, 38031849690542344, 1958655794, 1958655805, 11, 424x240 
0x3639A948, 38031849691181760, 1958655857, 1958655865, 8, 424x240 
0x3639A948, 38031849691822400, 1958655925, 1958655935, 10, 424x240 
0x3639A948, 38031849692462752, 1958655988, 1958656000, 12, 424x240 
0x3639A948, 38031849694541600, 1958656197, 1958656208, 11, 320x180 
0x3639A948, 38031849695879248, 1958656329, 1958656342, 13, 320x180 
0x3639A948, 38031849696461688, 1958656384, 1958656394, 10, 320x180 
0x3639A948, 38031849697261848, 1958656464, 1958656472, 8, 320x180 
0x3639A948, 38031849697902776, 1958656533, 1958656542, 9, 320x180 
0x3639A948, 38031849698541792, 1958656594, 1958656602, 8, 320x180 
0x3639A948, 38031849699182384, 1958656659, 1958656668, 9, 320x180 
0x3639A948, 38031849699822744, 1958656724, 1958656734, 10, 320x180 
0x3639A948, 38031849700464488, 1958656787, 1958656796, 9, 320x180 
0x3639A948, 38031849701262264, 1958656867, 1958656877, 10, 320x180 
0x3639A948, 38031849701902840, 1958656934, 1958656942, 8, 320x180 
0x3639A948, 38031849702543184, 1958656992, 1958657005, 13, 320x180 
0x3639A948, 38031853340306128, 1959020773, 1959020784, 11, 480x270 
